,id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
10,577490455,577490455,HeidiRoizen,Silicon Valley,"Partner at DFJ, co-lead of Stanford's Entrepreneurial Leaders Fellowship program, board member, recovering entrepreneur, Mom, dog lover.",https://t.co/QpgMyouoPO,12132,397,460,Fri May 11 21:47:13 +0000 2012,598,False,366,en,"{u'contributors': None, u'truncated': False, u'text': u'The little risks you can take to increase your luck (Tina Seelig | TED Salon Brightline) https://t.co/uZ7hVdWV1V via @TEDTalks', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1030123734743445505, u'favorite_count': 2, u'source': u'<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 15492359, u'indices': [117, 126], u'id_str': u'15492359', u'screen_name': u'TEDTalks', u'name': u'TED Talks'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/uZ7hVdWV1V', u'indices': [89, 112], u'expanded_url': u'https://ted.com/talks/tina_seelig_the_little_risks_you_can_take_to_increase_your_luck?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread', u'display_url': u'ted.com/talks/tina_see\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 3, u'id_str': u'1030123734743445505', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Thu Aug 16 16:06:51 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,Heidi Roizen,0
11,595822244,595822244,larryellison,,,http://t.co/j6iuRaAIX0,99711,69,1197,Thu May 31 21:00:07 +0000 2012,3,True,2,en,"{u'contributors': None, u'truncated': False, u'text': u'RT @MarkVHurd: Amazing couple of weeks of @BNPParibasOpen #tennis. With @LDavenport76 &amp; @BNPPAmericas CEO Jean-Yves Fillion at the finals.\u2026', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 975481505483964416, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 414399556, u'indices': [3, 13], u'id_str': u'414399556', u'screen_name': u'MarkVHurd', u'name': u'Mark Hurd'}, {u'id': 30017071, u'indices': [42, 57], u'id_str': u'30017071', u'screen_name': u'BNPPARIBASOPEN', u'name': u'BNP Paribas Open'}, {u'id': 111024989, u'indices': [72, 85], u'id_str': u'111024989', u'screen_name': u'LDavenport76', u'name': u'Lindsay Davenport'}, {u'id': 2604376841, u'indices': [92, 105], u'id_str': u'2604376841', u'screen_name': u'BNPPamericas', u'name': u'BNP Paribas Americas'}], u'hashtags': [{u'indices': [58, 65], u'text': u'tennis'}], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 36, u'id_str': u'975481505483964416', u'favorited': False, u'retweeted_status': {u'contributors': None, u'truncated': True, u'text': u'Amazing couple of weeks of @BNPParibasOpen #tennis. With @LDavenport76 &amp; @BNPPAmericas CEO Jean-Yves Fillion at the\u2026 https://t.co/caS6HbEnG5', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 975480365081968641, u'favorite_count': 231, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 30017071, u'indices': [27, 42], u'id_str': u'30017071', u'screen_name': u'BNPPARIBASOPEN', u'name': u'BNP Paribas Open'}, {u'id': 111024989, u'indices': [57, 70], u'id_str': u'111024989', u'screen_name': u'LDavenport76', u'name': u'Lindsay Davenport'}, {u'id': 2604376841, u'indices': [77, 90], u'id_str': u'2604376841', u'screen_name': u'BNPPamericas', u'name': u'BNP Paribas Americas'}], u'hashtags': [{u'indices': [43, 50], u'text': u'tennis'}], u'urls': [{u'url': u'https://t.co/caS6HbEnG5', u'indices': [121, 144], u'expanded_url': u'https://twitter.com/i/web/status/975480365081968641', u'display_url': u'twitter.com/i/web/status/9\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 36, u'id_str': u'975480365081968641', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Mar 18 21:13:37 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 18 21:18:09 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,Larry Ellison,0
12,598232506,598232506,vgcerf,,,,17723,12,444,Sun Jun 03 10:39:15 +0000 2012,0,False,300,en,"{u'contributors': None, u'truncated': False, u'text': u'https://t.co/eQHoHRRrlJ\nIf you are in town, this looks timely!', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1026137409166036992, u'favorite_count': 6, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/eQHoHRRrlJ', u'indices': [0, 23], u'expanded_url': u'https://www.arenastage.org/tickets/arena-civil-dialogues/', u'display_url': u'arenastage.org/tickets/arena-\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 4, u'id_str': u'1026137409166036992', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Aug 05 16:06:37 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,vinton g cerf,0
13,600159484,600159484,Dan_Schulman,New York,President & CEO of @PayPal. You can find me on Facebook (https://t.co/eTrLx6HTht) & LinkedIn (https://t.co/TRQefn15fF),http://t.co/Sy1ugPUJQO,9719,57,186,Tue Jun 05 14:39:42 +0000 2012,16,True,31,en,"{u'contributors': None, u'truncated': False, u'text': u'Thanks @USTreasury for hosting #FIF2015. Great to see businesses &amp; gov\u2019t working  together to make financial services affordable, accessible', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 671761064254504960, u'favorite_count': 53, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 120176950, u'indices': [7, 18], u'id_str': u'120176950', u'screen_name': u'USTreasury', u'name': u'Treasury Department'}], u'hashtags': [{u'indices': [31, 39], u'text': u'FIF2015'}], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 16, u'id_str': u'671761064254504960', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Tue Dec 01 18:41:33 +0000 2015', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,Dan Schulman,0
14,785240803,785240803,debbieblox,,Founder and CEO of @GoldieBlox,http://t.co/In8VLT8EYN,13830,303,282,Mon Aug 27 18:38:13 +0000 2012,805,False,783,en,"{u'contributors': None, u'truncated': False, u'text': u""RT @GDIGM: Do you love #womenincomedy?\nBecause we do! We're hosting a panel to highlight some women that make us laugh!\nOne of our amazing\u2026"", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1028072106754375680, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 319387069, u'indices': [3, 9], u'id_str': u'319387069', u'screen_name': u'GDIGM', u'name': u'GeenaDavisInstitute'}], u'hashtags': [{u'indices': [23, 37], u'text': u'womenincomedy'}], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 3, u'id_str': u'1028072106754375680', u'favorited': False, u'retweeted_status': {u'contributors': None, u'truncated': True, u'text': u""Do you love #womenincomedy?\nBecause we do! We're hosting a panel to highlight some women that make us laugh!\nOne of\u2026 https://t.co/WczBsQSASz"", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1028065026232410113, u'favorite_count': 22, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [12, 26], u'text': u'womenincomedy'}], u'urls': [{u'url': u'https://t.co/WczBsQSASz', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1028065026232410113', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 3, u'id_str': u'1028065026232410113', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Fri Aug 10 23:46:17 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sat Aug 11 00:14:25 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,Debra Sterling,0
15,813132084,813132084,AndyFouche,"New York, NY","VP, Influencer Marketing at philosophy (COTY, Inc.). Advisor to the CEO @joinwonder. 
@magicleap @nike @microsoft @starbucks; @tamu @utaustin",,1242,430,55,Sun Sep 09 13:30:28 +0000 2012,1349,False,579,en,"{u'contributors': None, u'truncated': False, u'text': u'@WBMason @magicleap @MugOfPaul The good ole days!', u'is_quote_status': False, u'in_reply_to_status_id': 1028343107207585792, u'id': 1028415858329247745, u'favorite_count': 3, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 24985654, u'indices': [0, 8], u'id_str': u'24985654', u'screen_name': u'WBMason', u'name': u'Will Mason'}, {u'id': 106109075, u'indices': [9, 19], u'id_str': u'106109075', u'screen_name': u'magicleap', u'name': u'Magic Leap'}, {u'id': 12374722, u'indices': [20, 30], u'id_str': u'12374722', u'screen_name': u'MugOfPaul', u'name': u'Paul Reynolds'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'WBMason', u'in_reply_to_user_id': 24985654, u'retweet_count': 0, u'id_str': u'1028415858329247745', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'24985654', u'lang': u'en', u'created_at': u'Sat Aug 11 23:00:22 +0000 2018', u'in_reply_to_status_id_str': u'1028343107207585792', u'place': {u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}}",False,False,False,Andy Fouché,0
16,904824702,904824702,KirillTatarinov,"Fort Lauderdale, FL",Business and technology executive.  Microsoft alumni. Former CEO of Citrix.,,19957,120,177,Thu Oct 25 22:53:00 +0000 2012,10,True,639,en,"{u'contributors': None, u'truncated': False, u'text': u'Sad about passing of @v_voinovich .. His works helped form our worldview. Condolences to the family and friends.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1023565109904453632, u'favorite_count': 3, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 1215774564, u'indices': [21, 33], u'id_str': u'1215774564', u'screen_name': u'v_voinovich', u'name': u'\u0412\u043b\u0430\u0434\u0438\u043c\u0438\u0440 \u0412\u043e\u0439\u043d\u043e\u0432\u0438\u0447'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1, u'id_str': u'1023565109904453632', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Jul 29 13:45:13 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}",False,False,True,Kirill Tatarinov,0
17,1111940934,1111940934,davidplouffe,,"Husband, father, Philly sports fan, citizen.",,186069,656,2526,Tue Jan 22 16:17:54 +0000 2013,56,True,1416,en,"{u'contributors': None, u'truncated': False, u'text': u'@kevinsxu @BarackObama Thanks Kevin. And for helping us win NC in 2008.', u'is_quote_status': False, u'in_reply_to_status_id': 1026706585827987456, u'id': 1027022384887291904, u'favorite_count': 18, u'source': u'<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 26093892, u'indices': [0, 9], u'id_str': u'26093892', u'screen_name': u'kevinsxu', u'name': u'Kevin Xu'}, {u'id': 813286, u'indices': [10, 22], u'id_str': u'813286', u'screen_name': u'BarackObama', u'name': u'Barack Obama'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'kevinsxu', u'in_reply_to_user_id': 26093892, u'retweet_count': 0, u'id_str': u'1027022384887291904', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'26093892', u'lang': u'en', u'created_at': u'Wed Aug 08 02:43:12 +0000 2018', u'in_reply_to_status_id_str': u'1026706585827987456', u'place': None}",True,False,False,David Plouffe,0
18,1226378725,1226378725,chemiperes,,,http://t.co/xFyeV10ysr,1678,138,123,Thu Feb 28 00:53:41 +0000 2013,2127,False,1919,en,"{u'contributors': None, u'truncated': False, u'text': u'RADWIN in Collaboration with Facebook and Intel Unveils mmWave Mesh Solution https://t.co/5emwSInhqq', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1028894923767078912, u'favorite_count': 1, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/5emwSInhqq', u'indices': [77, 100], u'expanded_url': u'https://www.everythingrf.com/News/details/5710-RADWIN-in-Collaboration-with-Facebook-and-Intel-Unveils-mmWave-Mesh-Solution#.W3Eoowp339Q.twitter', u'display_url': u'everythingrf.com/News/details/5\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'1028894923767078912', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Mon Aug 13 06:44:00 +0000 2018', u'in_reply_to_status_id_str': None, u'place': {u'full_name': u'Papigko, Greece', u'url': u'https://api.twitter.com/1.1/geo/id/0155841d6fbdcb22.json', u'country': u'Greece', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[20.6853576, 39.9447758], [20.7902074, 39.9447758], [20.7902074, 40.0236655], [20.6853576, 40.0236655]]]}, u'contained_within': [], u'country_code': u'GR', u'attributes': {}, u'id': u'0155841d6fbdcb22', u'name': u'Papigko'}}",True,False,False,Nechemia J. Peres,0
19,1364930179,1364930179,WarrenBuffett,"Omaha, NE",Chairman and CEO of Berkshire Hathaway,http://t.co/hSMCfarhyQ,1406871,0,10468,Fri Apr 19 17:07:38 +0000 2013,0,True,9,en,"{u'contributors': None, u'truncated': False, u'text': u'@BillGates 25 years of learning and fun and more to come. Friendships are what count.', u'is_quote_status': False, u'in_reply_to_status_id': 750389004470747136, u'id': 751100959330361345, u'favorite_count': 3809, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 50393960, u'indices': [0, 10], u'id_str': u'50393960', u'screen_name': u'BillGates', u'name': u'Bill Gates'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'BillGates', u'in_reply_to_user_id': 50393960, u'retweet_count': 1111, u'id_str': u'751100959330361345', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'50393960', u'lang': u'en', u'created_at': u'Thu Jul 07 17:09:58 +0000 2016', u'in_reply_to_status_id_str': u'750389004470747136', u'place': None}",False,False,False,Warren Buffett,0
20,1475495658,1475495658,eriktorenberg,SF / ✈️,Entrepreneur & Investor. Co-founder @Villageglobal & @tokendaily & https://t.co/NnuJs54CGu,https://t.co/omWhFjgLgP,21029,822,601,Sat Jun 01 19:36:52 +0000 2013,21130,False,8812,en,"{u'contributors': None, u'truncated': False, u'text': u""RT @tokendaily: Bitmain's IPO investor deck translated into English \U0001f447 https://t.co/7RtslyAEG0"", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1030237469269098497, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 950731418321195008, u'indices': [3, 14], u'id_str': u'950731418321195008', u'screen_name': u'tokendaily', u'name': u'Token Daily'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/7RtslyAEG0', u'indices': [70, 93], u'expanded_url': u'https://www.tokendaily.co/p/bitmain-ipo-investor-deck-translation-pdf', u'display_url': u'tokendaily.co/p/bitmain-ipo-\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 21, u'id_str': u'1030237469269098497', u'favorited': False, u'retweeted_status': {u'contributors': None, u'truncated': False, u'text': u""Bitmain's IPO investor deck translated into English \U0001f447 https://t.co/7RtslyAEG0"", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1030200095864549376, u'favorite_count': 42, u'source': u'<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/7RtslyAEG0', u'indices': [54, 77], u'expanded_url': u'https://www.tokendaily.co/p/bitmain-ipo-investor-deck-translation-pdf', u'display_url': u'tokendaily.co/p/bitmain-ipo-\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 21, u'id_str': u'1030200095864549376', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Thu Aug 16 21:10:17 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Thu Aug 16 23:38:48 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,Erik Torenberg,0
21,1482581556,1482581556,demishassabis,,"Founder & CEO DeepMind - developers of #AlphaGo, #AlphaZero & Atari DQN. Working on General AI. Trying to understand what is *really* going on in the universe",http://t.co/8B3TFG0hNp,121507,39,2246,Tue Jun 04 15:50:11 +0000 2013,1376,True,537,en,"{u'contributors': None, u'truncated': True, u'text': u'one of the most important aspects of the work is the interpretability of the system so clinicians can see and under\u2026 https://t.co/PLuehSF1KF', u'is_quote_status': True, u'in_reply_to_status_id': None, u'id': 1029061183792406528, u'favorite_count': 233, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'quoted_status_id': 1029042394866438144, u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/PLuehSF1KF', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1029061183792406528', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 74, u'id_str': u'1029061183792406528', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Mon Aug 13 17:44:39 +0000 2018', u'quoted_status_id_str': u'1029042394866438144', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,Demis Hassabis,0
22,1534167900,1534167900,Carl_C_Icahn,,"Chairman of Icahn Enterprises L.P.; etc., etc.              Some people get rich studying artificial intelligence.  Me, I make money studying natural stupidity.",http://t.co/TNE4SzZtwr,354346,109,4724,Thu Jun 20 15:22:29 +0000 2013,3,True,374,en,"{u'contributors': None, u'truncated': False, u'text': u'Read our statement regarding Cigna ( $CI) here: https://t.co/3AOp0FE3V0', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1029147878613241862, u'favorite_count': 65, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [{u'indices': [37, 40], u'text': u'CI'}], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/3AOp0FE3V0', u'indices': [48, 71], u'expanded_url': u'https://carlicahn.com/statement-regarding-cigna/', u'display_url': u'carlicahn.com/statement-rega\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 22, u'id_str': u'1029147878613241862', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Mon Aug 13 23:29:09 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,Carl Icahn,0
23,1636590253,1636590253,tim_cook,Cupertino,"CEO Apple, Fan of Auburn football and Duke basketball",,10884867,59,19483,Wed Jul 31 22:41:25 +0000 2013,1248,True,586,en,"{u'contributors': None, u'truncated': True, u'text': u'We mourn the passing of Aretha Franklin, the Queen of Soul. Her voice will keep lifting us, through the music she g\u2026 https://t.co/GzNto6ldXn', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1030096700428275713, u'favorite_count': 17543, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/GzNto6ldXn', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1030096700428275713', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 4418, u'id_str': u'1030096700428275713', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Thu Aug 16 14:19:26 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,Tim Cook,0
24,1903422535,1903422535,AdrMcDonald,UK,"30 Years of IT Industry Wonder, Wannabe Geek, President Dell EMC EMEA",https://t.co/0mwjWZfcZT,6480,822,87,Wed Sep 25 08:28:45 +0000 2013,5932,False,2506,en-gb,"{u'contributors': None, u'truncated': True, u'text': u'@Sidbuns @sarahshields2 @DellEMC @michaelcollins @JoyceatDell @MichaelDell @BevRussell6 Hi @sidbuns, thank you for\u2026 https://t.co/AckhArH4VI', u'is_quote_status': False, u'in_reply_to_status_id': 1029979099517870080, u'id': 1030039684976701440, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 1029029968054034433, u'indices': [0, 8], u'id_str': u'1029029968054034433', u'screen_name': u'Sidbuns', u'name': u'Siddharth'}, {u'id': 394902228, u'indices': [9, 23], u'id_str': u'394902228', u'screen_name': u'sarahshields2', u'name': u'Sarah Shields'}, {u'id': 10005212, u'indices': [24, 32], u'id_str': u'10005212', u'screen_name': u'DellEMC', u'name': u'Dell EMC'}, {u'id': 13808562, u'indices': [33, 48], u'id_str': u'13808562', u'screen_name': u'michaelcollins', u'name': u'michaelcollins'}, {u'id': 214212125, u'indices': [49, 61], u'id_str': u'214212125', u'screen_name': u'JoyceatDell', u'name': u'Joyce Mullen'}, {u'id': 58560480, u'indices': [62, 74], u'id_str': u'58560480', u'screen_name': u'MichaelDell', u'name': u'Michael Dell'}, {u'id': 830902220136792064, u'indices': [75, 87], u'id_str': u'830902220136792064', u'screen_name': u'BevRussell6', u'name': u'Bev Russell'}, {u'id': 1029029968054034433, u'indices': [91, 99], u'id_str': u'1029029968054034433', u'screen_name': u'Sidbuns', u'name': u'Siddharth'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/AckhArH4VI', u'indices': [116, 139], u'expanded_url': u'https://twitter.com/i/web/status/1030039684976701440', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}, u'in_reply_to_screen_name': u'Sidbuns', u'in_reply_to_user_id': 1029029968054034433, u'retweet_count': 0, u'id_str': u'1030039684976701440', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'1029029968054034433', u'lang': u'en', u'created_at': u'Thu Aug 16 10:32:52 +0000 2018', u'in_reply_to_status_id_str': u'1029979099517870080', u'place': None}",True,False,False,Adrian McDonald,0
25,2207485243,2207485243,MariusHaas,,"President and Chief Commercial Officer, Dell EMC",,5733,195,72,Thu Nov 21 16:51:18 +0000 2013,376,False,652,en,"{u'contributors': None, u'truncated': False, u'text': u'IT teams @KFHGroup keep uptimes high and customers happy with @DellEMCServices https://t.co/fNXotIyVKH @Eliasatdell', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1030083079606554624, u'favorite_count': 3, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 72937501, u'indices': [9, 18], u'id_str': u'72937501', u'screen_name': u'KFHGroup', u'name': u'Kuwait Finance House'}, {u'id': 133861573, u'indices': [62, 78], u'id_str': u'133861573', u'screen_name': u'DellEMCServices', u'name': u'Dell EMC Services'}, {u'id': 1002544378747990016, u'indices': [103, 115], u'id_str': u'1002544378747990016', u'screen_name': u'EliasatDell', u'name': u'Howard Elias'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/fNXotIyVKH', u'indices': [79, 102], u'expanded_url': u'http://bit.ly/2ElIi2s', u'display_url': u'bit.ly/2ElIi2s'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'1030083079606554624', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Thu Aug 16 13:25:18 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,Marius Haas,0
